descricao_defeito_reclamado,descricao_defeito_constatado_diagnostico,descricao_defeito_constatado_ref
SEM_INFORMACAO,Puxador da Porta Danificado,Puxador da Porta Danificado
SEM_INFORMACAO,Puxador da Porta Danificado,Puxador da Porta Danificado
SEM_INFORMACAO,Puxador da Porta Danificado,Puxador da Porta Danificado
Ordem de Piso,Puxador da Porta Danificado,Puxador da Porta Danificado
SEM_INFORMACAO,Dobradiça com defeito,Dobradiça com defeito
SEM_INFORMACAO,Dobradiça com defeito,Dobradiça com defeito
SEM_INFORMACAO,Dobradiça com defeito,Dobradiça com defeito
Ordem de Piso,Dobradiça com defeito,Dobradiça com defeito
Não gela,Dobradiça com defeito,Dobradiça com defeito
SEM_INFORMACAO,Dobradiça com defeito,Dobradiça com defeito
SEM_INFORMACAO,Dreno Obstruído,Dreno Obstruído
SEM_INFORMACAO,Dreno Obstruído,Dreno Obstruído
SEM_INFORMACAO,Dreno Obstruído,Dreno Obstruído
SEM_INFORMACAO,Dreno Obstruído,Dreno Obstruído
SEM_INFORMACAO,Dreno Obstruído,Dreno Obstruído
SEM_INFORMACAO,Dreno Obstruído,Dreno Obstruído
Ordem de Piso,Dreno Obstruído,Dreno Obstruído
SEM_INFORMACAO,Dreno com Vazamento,Dreno com Vazamento
SEM_INFORMACAO,Dreno com Vazamento,Dreno com Vazamento
SEM_INFORMACAO,Dreno com Vazamento,Dreno com Vazamento
Vazamento de água,Dreno com Vazamento,Dreno com Vazamento
Ordem de Piso,Dreno com Vazamento,Dreno com Vazamento
SEM_INFORMACAO,Compressor com Corrente Alta,Compressor com Corrente Alta
SEM_INFORMACAO,Compressor com Corrente Alta,Compressor com Corrente Alta
SEM_INFORMACAO,Compressor com Corrente Alta,Compressor com Corrente Alta
SEM_INFORMACAO,Compressor com Corrente Alta,Compressor com Corrente Alta
SEM_INFORMACAO,Compressor com Corrente Alta,Compressor com Corrente Alta
SEM_INFORMACAO,Compressor com Corrente Alta,Compressor com Corrente Alta
SEM_INFORMACAO,Compressor com Corrente Alta,Compressor com Corrente Alta
Ordem de Piso,Compressor com Corrente Alta,Compressor com Corrente Alta
SEM_INFORMACAO,Start Danificado,Start Danificado
SEM_INFORMACAO,Start Danificado,Start Danificado
SEM_INFORMACAO,Start Danificado,Start Danificado
SEM_INFORMACAO,Start Danificado,Start Danificado
SEM_INFORMACAO,Start Danificado,Start Danificado
SEM_INFORMACAO,Start Danificado,Start Danificado
Ordem de Piso,Start Danificado,Start Danificado
SEM_INFORMACAO,Display danificado,Display danificado
SEM_INFORMACAO,Display danificado,Display danificado
SEM_INFORMACAO,Display danificado,Display danificado
SEM_INFORMACAO,Display danificado,Display danificado
SEM_INFORMACAO,Display danificado,Display danificado
SEM_INFORMACAO,Display danificado,Display danificado
Ordem de Piso,Display danificado,Display danificado
SEM_INFORMACAO,Tubo Capilar com vazamento,Tubo Capilar com vazamento
SEM_INFORMACAO,Tubo Capilar com vazamento,Tubo Capilar com vazamento
SEM_INFORMACAO,Tubo Capilar com vazamento,Tubo Capilar com vazamento
SEM_INFORMACAO,Tubo Capilar com vazamento,Tubo Capilar com vazamento
Ordem de Piso,Tubo Capilar com vazamento,Tubo Capilar com vazamento
SEM_INFORMACAO,Tubo Capilar com vazamento,Tubo Capilar com vazamento
SEM_INFORMACAO,Cabo de alimentação rompido,Cabo de alimentação rompido
SEM_INFORMACAO,Cabo de alimentação rompido,Cabo de alimentação rompido
SEM_INFORMACAO,Cabo de alimentação rompido,Cabo de alimentação rompido
SEM_INFORMACAO,Cabo de alimentação rompido,Cabo de alimentação rompido
SEM_INFORMACAO,Cabo de alimentação rompido,Cabo de alimentação rompido
Ordem de Piso,Cabo de alimentação rompido,Cabo de alimentação rompido
Dando choque,Cabo de alimentação rompido,Cabo de alimentação rompido
SEM_INFORMACAO,Evaporador Obstruído,Evaporador Obstruído
SEM_INFORMACAO,Evaporador Obstruído,Evaporador Obstruído
SEM_INFORMACAO,Evaporador Obstruído,Evaporador Obstruído
SEM_INFORMACAO,Evaporador Obstruído,Evaporador Obstruído
SEM_INFORMACAO,Evaporador Obstruído,Evaporador Obstruído
SEM_INFORMACAO,Evaporador Obstruído,Evaporador Obstruído
SEM_INFORMACAO,Evaporador Obstruído,Evaporador Obstruído
SEM_INFORMACAO,Evaporador Obstruído,Evaporador Obstruído
Ordem de Piso,Evaporador Obstruído,Evaporador Obstruído
SEM_INFORMACAO,Evaporador Obstruído,Evaporador Obstruído
SEM_INFORMACAO,Charola Danificada,Charola Danificada
SEM_INFORMACAO,Charola Danificada,Charola Danificada
SEM_INFORMACAO,Charola Danificada,Charola Danificada
SEM_INFORMACAO,Charola Danificada,Charola Danificada
SEM_INFORMACAO,Charola Danificada,Charola Danificada
SEM_INFORMACAO,Charola Danificada,Charola Danificada
SEM_INFORMACAO,Charola Danificada,Charola Danificada
Ordem de Piso,Charola Danificada,Charola Danificada
SEM_INFORMACAO,Charola com vazamento,Charola com vazamento
SEM_INFORMACAO,Charola com vazamento,Charola com vazamento
SEM_INFORMACAO,Charola com vazamento,Charola com vazamento
SEM_INFORMACAO,Charola com vazamento,Charola com vazamento
SEM_INFORMACAO,Charola com vazamento,Charola com vazamento
SEM_INFORMACAO,Charola com vazamento,Charola com vazamento
SEM_INFORMACAO,Charola com vazamento,Charola com vazamento
Ordem de Piso,Charola com vazamento,Charola com vazamento
SEM_INFORMACAO,Filtro Secador com vazamento,Filtro Secador com vazamento
SEM_INFORMACAO,Filtro Secador com vazamento,Filtro Secador com vazamento
SEM_INFORMACAO,Filtro Secador com vazamento,Filtro Secador com vazamento
SEM_INFORMACAO,Filtro Secador com vazamento,Filtro Secador com vazamento
SEM_INFORMACAO,Filtro Secador com vazamento,Filtro Secador com vazamento
SEM_INFORMACAO,Filtro Secador com vazamento,Filtro Secador com vazamento
SEM_INFORMACAO,Filtro Secador com vazamento,Filtro Secador com vazamento
Ordem de Piso,Filtro Secador com vazamento,Filtro Secador com vazamento
SEM_INFORMACAO,Filtro Secador com vazamento,Filtro Secador com vazamento
Ordem de Piso,Prateleira Oxidada,Prateleira Oxidada
SEM_INFORMACAO,Gabinete Oxidado,Gabinete Oxidado
SEM_INFORMACAO,Gabinete Oxidado,Gabinete Oxidado
SEM_INFORMACAO,Gabinete Oxidado,Gabinete Oxidado
Ordem de Piso,Gabinete Oxidado,Gabinete Oxidado
SEM_INFORMACAO,Bandeja do Evaporador Oxidado,Bandeja do Evaporador Oxidado
SEM_INFORMACAO,Bandeja do Evaporador Oxidado,Bandeja do Evaporador Oxidado
SEM_INFORMACAO,Bandeja do Evaporador Oxidado,Bandeja do Evaporador Oxidado
SEM_INFORMACAO,Bandeja do Evaporador Oxidado,Bandeja do Evaporador Oxidado
Ordem de Piso,Bandeja do Evaporador Oxidado,Bandeja do Evaporador Oxidado
SEM_INFORMACAO,Tolva Danificada,Tolva Danificada
SEM_INFORMACAO,Tolva Danificada,Tolva Danificada
SEM_INFORMACAO,Tolva Danificada,Tolva Danificada
SEM_INFORMACAO,Tolva Danificada,Tolva Danificada
Ordem de Piso,Tolva Danificada,Tolva Danificada
SEM_INFORMACAO,Tolva Solta,Tolva Solta
SEM_INFORMACAO,Tolva Solta,Tolva Solta
SEM_INFORMACAO,Tolva Solta,Tolva Solta
SEM_INFORMACAO,Tolva Solta,Tolva Solta
SEM_INFORMACAO,Tolva Solta,Tolva Solta
SEM_INFORMACAO,Tolva Solta,Tolva Solta
Ordem de Piso,Tolva Solta,Tolva Solta
SEM_INFORMACAO,Grade Frontal Veneziana solta,Grade Frontal Veneziana solta
Ordem de Piso,Grade Frontal Veneziana solta,Grade Frontal Veneziana solta
SEM_INFORMACAO,Evaporador Solto,Evaporador Solto
SEM_INFORMACAO,Evaporador Solto,Evaporador Solto
SEM_INFORMACAO,Evaporador Solto,Evaporador Solto
SEM_INFORMACAO,Evaporador Solto,Evaporador Solto
SEM_INFORMACAO,Evaporador Solto,Evaporador Solto
Ordem de Piso,Evaporador Solto,Evaporador Solto
SEM_INFORMACAO,Condensador Solto,Condensador Solto
SEM_INFORMACAO,Condensador Solto,Condensador Solto
SEM_INFORMACAO,Condensador Solto,Condensador Solto
SEM_INFORMACAO,Condensador Solto,Condensador Solto
SEM_INFORMACAO,Condensador Solto,Condensador Solto
SEM_INFORMACAO,Condensador Solto,Condensador Solto
SEM_INFORMACAO,Condensador Solto,Condensador Solto
Não gela,Condensador Solto,Condensador Solto
Ordem de Piso,Condensador Solto,Condensador Solto
SEM_INFORMACAO,Charola Solta,Charola Solta
SEM_INFORMACAO,Charola Solta,Charola Solta
SEM_INFORMACAO,Charola Solta,Charola Solta
SEM_INFORMACAO,Charola Solta,Charola Solta
SEM_INFORMACAO,Charola Solta,Charola Solta
SEM_INFORMACAO,Charola Solta,Charola Solta
Ordem de Piso,Charola Solta,Charola Solta
SEM_INFORMACAO,Filtro Secador Oxidado,Filtro Secador Oxidado
SEM_INFORMACAO,Filtro Secador Oxidado,Filtro Secador Oxidado
SEM_INFORMACAO,Filtro Secador Oxidado,Filtro Secador Oxidado
SEM_INFORMACAO,Filtro Secador Oxidado,Filtro Secador Oxidado
Ordem de Piso,Filtro Secador Oxidado,Filtro Secador Oxidado
SEM_INFORMACAO,Micromotor Evaporador Solto,Micromotor Evaporador Solto
SEM_INFORMACAO,Micromotor Evaporador Solto,Micromotor Evaporador Solto
SEM_INFORMACAO,Micromotor Evaporador Solto,Micromotor Evaporador Solto
SEM_INFORMACAO,Micromotor Evaporador Solto,Micromotor Evaporador Solto
SEM_INFORMACAO,Micromotor Evaporador Solto,Micromotor Evaporador Solto
Ordem de Piso,Micromotor Evaporador Solto,Micromotor Evaporador Solto
Não gela,Micromotor Evaporador Solto,Micromotor Evaporador Solto
SEM_INFORMACAO,Micromotor Evaporador Solto,Micromotor Evaporador Solto
SEM_INFORMACAO,Micromotor Condensador Solto,Micromotor Condensador Solto
SEM_INFORMACAO,Micromotor Condensador Solto,Micromotor Condensador Solto
SEM_INFORMACAO,Micromotor Condensador Solto,Micromotor Condensador Solto
SEM_INFORMACAO,Micromotor Condensador Solto,Micromotor Condensador Solto
SEM_INFORMACAO,Micromotor Condensador Solto,Micromotor Condensador Solto
Não gela,Micromotor Condensador Solto,Micromotor Condensador Solto
SEM_INFORMACAO,Micromotor Condensador Solto,Micromotor Condensador Solto
Ordem de Piso,Micromotor Condensador Solto,Micromotor Condensador Solto
SEM_INFORMACAO,Tubo Capilar Oxidado,Tubo Capilar Oxidado
Ordem de Piso,Tubo Capilar Oxidado,Tubo Capilar Oxidado
SEM_INFORMACAO,Faltando Lampada,Faltando Lampada
SEM_INFORMACAO,Faltando Lampada,Faltando Lampada
SEM_INFORMACAO,Faltando Lampada,Faltando Lampada
SEM_INFORMACAO,Faltando Lampada,Faltando Lampada
Ordem de Piso,Faltando Lampada,Faltando Lampada
SEM_INFORMACAO,Faltando Gaxeta,Faltando Gaxeta
SEM_INFORMACAO,Faltando Gaxeta,Faltando Gaxeta
SEM_INFORMACAO,Faltando Gaxeta,Faltando Gaxeta
SEM_INFORMACAO,Faltando Gaxeta,Faltando Gaxeta
Ordem de Piso,Faltando Gaxeta,Faltando Gaxeta
SEM_INFORMACAO,Faltando Puxador da Porta,Faltando Puxador da Porta
Ordem de Piso,Faltando Puxador da Porta,Faltando Puxador da Porta
SEM_INFORMACAO,Faltando Dobradiça,Faltando Dobradiça
SEM_INFORMACAO,Faltando Dobradiça,Faltando Dobradiça
SEM_INFORMACAO,Faltando Dobradiça,Faltando Dobradiça
SEM_INFORMACAO,Faltando Dobradiça,Faltando Dobradiça
Ordem de Piso,Faltando Dobradiça,Faltando Dobradiça
SEM_INFORMACAO,Dobradiça Oxidada,Dobradiça Oxidada
SEM_INFORMACAO,Dobradiça Oxidada,Dobradiça Oxidada
SEM_INFORMACAO,Dobradiça Oxidada,Dobradiça Oxidada
Ordem de Piso,Dobradiça Oxidada,Dobradiça Oxidada
SEM_INFORMACAO,Problema na resistência,Problema na resistência
SEM_INFORMACAO,Problema na resistência,Problema na resistência
SEM_INFORMACAO,Problema na resistência,Problema na resistência
Problema na resistencia,Problema na resistência,Problema na resistência
SEM_INFORMACAO,Bloqueio no Evaporador,Bloqueio no Evaporador
SEM_INFORMACAO,Bloqueio no Evaporador,Bloqueio no Evaporador
SEM_INFORMACAO,Bloqueio no Evaporador,Bloqueio no Evaporador
SEM_INFORMACAO,Bloqueio no Evaporador,Bloqueio no Evaporador
SEM_INFORMACAO,Bloqueio no Evaporador,Bloqueio no Evaporador
SEM_INFORMACAO,Bloqueio no Evaporador,Bloqueio no Evaporador
SEM_INFORMACAO,Bloqueio no Evaporador,Bloqueio no Evaporador
SEM_INFORMACAO,Bloqueio no Evaporador,Bloqueio no Evaporador
SEM_INFORMACAO,Bloqueio no Evaporador,Bloqueio no Evaporador
SEM_INFORMACAO,Bloqueio no Evaporador,Bloqueio no Evaporador
SEM_INFORMACAO,Bloqueio no Evaporador,Bloqueio no Evaporador
SEM_INFORMACAO,Bloqueio no Evaporador,Bloqueio no Evaporador
SEM_INFORMACAO,Bloqueio no Evaporador,Bloqueio no Evaporador
Bloqueio no evaporador,Bloqueio no Evaporador,Bloqueio no Evaporador
SEM_INFORMACAO,Bloqueio no Evaporador,Bloqueio no Evaporador
BAIXO RENDIMENTO,Bloqueio no Evaporador,Bloqueio no Evaporador
Não gela,Bloqueio no Evaporador,Bloqueio no Evaporador
SEM_INFORMACAO,Equipamento em mau estado de conservaçã,Equipamento em mau estado de conservaçã
SEM_INFORMACAO,Equipamento em mau estado de conservaçã,Equipamento em mau estado de conservaçã
SEM_INFORMACAO,Equipamento em mau estado de conservaçã,Equipamento em mau estado de conservaçã
SEM_INFORMACAO,Equipamento em mau estado de conservaçã,Equipamento em mau estado de conservaçã
SEM_INFORMACAO,Equipamento em mau estado de conservaçã,Equipamento em mau estado de conservaçã
SEM_INFORMACAO,Equipamento em mau estado de conservaçã,Equipamento em mau estado de conservaçã
SEM_INFORMACAO,Equipamento em mau estado de conservaçã,Equipamento em mau estado de conservaçã
SEM_INFORMACAO,Equipamento em mau estado de conservaçã,Equipamento em mau estado de conservaçã
SEM_INFORMACAO,Equipamento em mau estado de conservaçã,Equipamento em mau estado de conservaçã
Censo,Equipamento em mau estado de conservaçã,Equipamento em mau estado de conservaçã
SEM_INFORMACAO,Equipamento em mau estado de conservaçã,Equipamento em mau estado de conservaçã
SEM_INFORMACAO,Equipamento em mau estado de conservaçã,Equipamento em mau estado de conservaçã
Outros,Equipamento em mau estado de conservaçã,Equipamento em mau estado de conservaçã
Censo,Equipamento em mau estado de conservaçã,Equipamento em mau estado de conservaçã
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
Censo,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
Outros,Equipamento em curto,Equipamento em curto
Censo,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Equipamento em curto,Equipamento em curto
SEM_INFORMACAO,Evaporador Obstruído,Evaporador Obstruído
SEM_INFORMACAO,Evaporador Obstruído,Evaporador Obstruído
SEM_INFORMACAO,Evaporador Obstruído,Evaporador Obstruído
SEM_INFORMACAO,Evaporador Obstruído,Evaporador Obstruído
Não gela,Evaporador Obstruído,Evaporador Obstruído
Bloqueio no evaporador,Evaporador Obstruído,Evaporador Obstruído
SEM_INFORMACAO,Condensador com vazamento,Condensador com vazamento
SEM_INFORMACAO,Condensador com vazamento,Condensador com vazamento
SEM_INFORMACAO,Condensador com vazamento,Condensador com vazamento
SEM_INFORMACAO,Condensador com vazamento,Condensador com vazamento
SEM_INFORMACAO,Condensador com vazamento,Condensador com vazamento
SEM_INFORMACAO,Condensador com vazamento,Condensador com vazamento
Não gela,Condensador com vazamento,Condensador com vazamento
SEM_INFORMACAO,Vazamento do Filtro Secador,Vazamento do Filtro Secador
SEM_INFORMACAO,Vazamento do Filtro Secador,Vazamento do Filtro Secador
SEM_INFORMACAO,Vazamento do Filtro Secador,Vazamento do Filtro Secador
SEM_INFORMACAO,Vazamento do Filtro Secador,Vazamento do Filtro Secador
Não gela,Vazamento do Filtro Secador,Vazamento do Filtro Secador
SEM_INFORMACAO,Capilar com vazamento,Capilar com vazamento
SEM_INFORMACAO,Capilar com vazamento,Capilar com vazamento
SEM_INFORMACAO,Capilar com vazamento,Capilar com vazamento
SEM_INFORMACAO,Capilar com vazamento,Capilar com vazamento
Não gela,Capilar com vazamento,Capilar com vazamento
SEM_INFORMACAO,Micromotor evaporador queimado,Micromotor evaporador queimado
SEM_INFORMACAO,Micromotor evaporador queimado,Micromotor evaporador queimado
SEM_INFORMACAO,Micromotor evaporador queimado,Micromotor evaporador queimado
Cheirando queimado,Micromotor evaporador queimado,Micromotor evaporador queimado
Não gela,Micromotor evaporador queimado,Micromotor evaporador queimado
SEM_INFORMACAO,Micromotor evaporador com ruído,Micromotor evaporador com ruído
SEM_INFORMACAO,Micromotor evaporador com ruído,Micromotor evaporador com ruído
SEM_INFORMACAO,Micromotor evaporador com ruído,Micromotor evaporador com ruído
Com ruído alto,Micromotor evaporador com ruído,Micromotor evaporador com ruído
SEM_INFORMACAO,Micromotor evaporador travado,Micromotor evaporador travado
SEM_INFORMACAO,Micromotor evaporador travado,Micromotor evaporador travado
SEM_INFORMACAO,Micromotor evaporador travado,Micromotor evaporador travado
Com ruído alto,Micromotor evaporador travado,Micromotor evaporador travado
SEM_INFORMACAO,Micromotor evaporador solto,Micromotor evaporador solto
SEM_INFORMACAO,Micromotor evaporador solto,Micromotor evaporador solto
SEM_INFORMACAO,Micromotor evaporador solto,Micromotor evaporador solto
Com ruído alto,Micromotor evaporador solto,Micromotor evaporador solto
SEM_INFORMACAO,Hélice de Micromotor Evaporador Quebrad,Hélice de Micromotor Evaporador Quebrad
SEM_INFORMACAO,Hélice de Micromotor Evaporador Quebrad,Hélice de Micromotor Evaporador Quebrad
SEM_INFORMACAO,Hélice de Micromotor Evaporador Quebrad,Hélice de Micromotor Evaporador Quebrad
SEM_INFORMACAO,Hélice de Micromotor Evaporador Quebrad,Hélice de Micromotor Evaporador Quebrad
Com ruído alto,Hélice de Micromotor Evaporador Quebrad,Hélice de Micromotor Evaporador Quebrad
Não gela,Hélice de Micromotor Evaporador Quebrad,Hélice de Micromotor Evaporador Quebrad
Não liga.,Hélice de Micromotor Evaporador Quebrad,Hélice de Micromotor Evaporador Quebrad
SEM_INFORMACAO,Micromotor do condensador queimado,Micromotor do condensador queimado
SEM_INFORMACAO,Micromotor do condensador queimado,Micromotor do condensador queimado
SEM_INFORMACAO,Micromotor do condensador queimado,Micromotor do condensador queimado
Cheirando queimado,Micromotor do condensador queimado,Micromotor do condensador queimado
Cheirando queimado,Micromotor do condensador queimado,Micromotor do condensador queimado
SEM_INFORMACAO,Micromotor do condensador travado,Micromotor do condensador travado
Com ruído alto,Micromotor do condensador travado,Micromotor do condensador travado
SEM_INFORMACAO,Micromotor do condensador com ruído,Micromotor do condensador com ruído
SEM_INFORMACAO,Micromotor do condensador com ruído,Micromotor do condensador com ruído
SEM_INFORMACAO,Micromotor do condensador com ruído,Micromotor do condensador com ruído
SEM_INFORMACAO,Micromotor do condensador com ruído,Micromotor do condensador com ruído
Com ruído alto,Micromotor do condensador com ruído,Micromotor do condensador com ruído
SEM_INFORMACAO,Micromotor do Condensador Solto,Micromotor do Condensador Solto
SEM_INFORMACAO,Micromotor do Condensador Solto,Micromotor do Condensador Solto
SEM_INFORMACAO,Micromotor do Condensador Solto,Micromotor do Condensador Solto
Com ruído alto,Micromotor do Condensador Solto,Micromotor do Condensador Solto
SEM_INFORMACAO,Hélice de Micromotor Condensador Quebrad,Hélice de Micromotor Condensador Quebrad
SEM_INFORMACAO,Hélice de Micromotor Condensador Quebrad,Hélice de Micromotor Condensador Quebrad
SEM_INFORMACAO,Hélice de Micromotor Condensador Quebrad,Hélice de Micromotor Condensador Quebrad
SEM_INFORMACAO,Hélice de Micromotor Condensador Quebrad,Hélice de Micromotor Condensador Quebrad
SEM_INFORMACAO,Hélice de Micromotor Condensador Quebrad,Hélice de Micromotor Condensador Quebrad
SEM_INFORMACAO,Hélice de Micromotor Condensador Quebrad,Hélice de Micromotor Condensador Quebrad
SEM_INFORMACAO,Hélice de Micromotor Condensador Quebrad,Hélice de Micromotor Condensador Quebrad
Com ruído alto,Hélice de Micromotor Condensador Quebrad,Hélice de Micromotor Condensador Quebrad
SEM_INFORMACAO,Placa Eletrônica,Placa Eletrônica
SEM_INFORMACAO,Placa Eletrônica,Placa Eletrônica
SEM_INFORMACAO,Placa Eletrônica,Placa Eletrônica
SEM_INFORMACAO,Placa Eletrônica,Placa Eletrônica
SEM_INFORMACAO,Placa Eletrônica,Placa Eletrônica
Não liga,Placa Eletrônica,Placa Eletrônica
SEM_INFORMACAO,Porta sem vedação,Porta sem vedação
SEM_INFORMACAO,Porta sem vedação,Porta sem vedação
SEM_INFORMACAO,Porta sem vedação,Porta sem vedação
Painel quebrado,Porta sem vedação,Porta sem vedação
SEM_INFORMACAO,Dobradiça com defeito,Dobradiça com defeito
SEM_INFORMACAO,Dobradiça com defeito,Dobradiça com defeito
SEM_INFORMACAO,Dobradiça com defeito,Dobradiça com defeito
Painel quebrado,Dobradiça com defeito,Dobradiça com defeito
SEM_INFORMACAO,Bandeja do Evaporador Danificada,Bandeja do Evaporador Danificada
SEM_INFORMACAO,Bandeja do Evaporador Danificada,Bandeja do Evaporador Danificada
SEM_INFORMACAO,Bandeja do Evaporador Danificada,Bandeja do Evaporador Danificada
SEM_INFORMACAO,Bandeja do Evaporador Danificada,Bandeja do Evaporador Danificada
SEM_INFORMACAO,Bandeja do Evaporador Danificada,Bandeja do Evaporador Danificada
Bandeja interna solta,Bandeja do Evaporador Danificada,Bandeja do Evaporador Danificada
Grades enferrujadas quebradas faltantes,Bandeja do Evaporador Danificada,Bandeja do Evaporador Danificada
SEM_INFORMACAO,Bandeja do evaporador quebrada/solta,Bandeja do evaporador quebrada/solta
SEM_INFORMACAO,Bandeja do evaporador quebrada/solta,Bandeja do evaporador quebrada/solta
SEM_INFORMACAO,Bandeja do evaporador quebrada/solta,Bandeja do evaporador quebrada/solta
SEM_INFORMACAO,Bandeja do evaporador quebrada/solta,Bandeja do evaporador quebrada/solta
SEM_INFORMACAO,Bandeja do evaporador quebrada/solta,Bandeja do evaporador quebrada/solta
SEM_INFORMACAO,Bandeja do evaporador quebrada/solta,Bandeja do evaporador quebrada/solta
Bandeja interna solta,Bandeja do evaporador quebrada/solta,Bandeja do evaporador quebrada/solta
SEM_INFORMACAO,Condensador solto,Condensador solto
SEM_INFORMACAO,Condensador solto,Condensador solto
SEM_INFORMACAO,Condensador solto,Condensador solto
SEM_INFORMACAO,Condensador solto,Condensador solto
Bandeja interna solta,Condensador solto,Condensador solto
Não gela,Condensador solto,Condensador solto
SEM_INFORMACAO,Plug quebrado,Plug quebrado
SEM_INFORMACAO,Plug quebrado,Plug quebrado
SEM_INFORMACAO,Plug quebrado,Plug quebrado
SEM_INFORMACAO,Plug quebrado,Plug quebrado
SEM_INFORMACAO,Plug quebrado,Plug quebrado
SEM_INFORMACAO,Plug quebrado,Plug quebrado
Dando choque,Plug quebrado,Plug quebrado
SEM_INFORMACAO,Interruptor de aleta com defeito,Interruptor de aleta com defeito
Dando choque,Interruptor de aleta com defeito,Interruptor de aleta com defeito
SEM_INFORMACAO,Canaleta fora de posição,Canaleta fora de posição
SEM_INFORMACAO,Canaleta fora de posição,Canaleta fora de posição
Grades enferrujadas quebradas faltantes,Canaleta fora de posição,Canaleta fora de posição
SEM_INFORMACAO,Bandeja do evaporador quebrada/solta,Bandeja do evaporador quebrada/solta
SEM_INFORMACAO,Bandeja do evaporador quebrada/solta,Bandeja do evaporador quebrada/solta
SEM_INFORMACAO,Bandeja do evaporador quebrada/solta,Bandeja do evaporador quebrada/solta
Grades enferrujadas quebradas faltantes,Bandeja do evaporador quebrada/solta,Bandeja do evaporador quebrada/solta
SEM_INFORMACAO,Grade frontal veneziana quebrado,Grade frontal veneziana quebrado
SEM_INFORMACAO,Grade frontal veneziana quebrado,Grade frontal veneziana quebrado
SEM_INFORMACAO,Grade frontal veneziana quebrado,Grade frontal veneziana quebrado
SEM_INFORMACAO,Grade frontal veneziana quebrado,Grade frontal veneziana quebrado
SEM_INFORMACAO,Grade frontal veneziana quebrado,Grade frontal veneziana quebrado
SEM_INFORMACAO,Grade frontal veneziana quebrado,Grade frontal veneziana quebrado
Grades enferrujadas quebradas faltantes,Grade frontal veneziana quebrado,Grade frontal veneziana quebrado
SEM_INFORMACAO,Troca/instalação de prateleiras,Troca/instalação de prateleiras
SEM_INFORMACAO,Troca/instalação de prateleiras,Troca/instalação de prateleiras
SEM_INFORMACAO,Troca/instalação de prateleiras,Troca/instalação de prateleiras
Não gela,Troca/instalação de prateleiras,Troca/instalação de prateleiras
SEM_INFORMACAO,Rele Queimado,Rele Queimado
SEM_INFORMACAO,Rele Queimado,Rele Queimado
SEM_INFORMACAO,Rele Queimado,Rele Queimado
SEM_INFORMACAO,Rele Queimado,Rele Queimado
Lâmpada queimada.,Rele Queimado,Rele Queimado
Não gela.,Rele Queimado,Rele Queimado
Congelando,Rele Queimado,Rele Queimado
Congelando,Rele Queimado,Rele Queimado
Excesso de gelo.,Rele Queimado,Rele Queimado
Excesso de gelo.,Rele Queimado,Rele Queimado
Ruído/barulho.,Rele Queimado,Rele Queimado
Não liga.,Rele Queimado,Rele Queimado
Choque.,Rele Queimado,Rele Queimado
Fio com mau contato.,Rele Queimado,Rele Queimado
Outro.,Rele Queimado,Rele Queimado
Porta não fecha.,Rele Queimado,Rele Queimado
